,1,2
9,T7,Measurement 127 142	Calculated eGFR
10,T8,Value 143 164	below 60ml/min/1.73m2
11,R4,Has_value Arg1:T7 Arg2:T8
0,T1,Condition 49 64	Liver cirrhosis
1,T2,Observation 0 28	Do not sign informed consent
2,T3,Condition 30 38	Pregnant
3,T4,Condition 83 97	adenocarcinoma
4,T5,Qualifier 66 82	Undifferentiated
5,R1,Has_qualifier Arg1:T4 Arg2:T5
6,T6,Condition 100 103	cT4
7,T7,Condition 105 128	Metastatic disease (M1)
8,T8,Condition 130 151	chronic renal failure
9,T9,Procedure 155 163	dialysis
10,T10,Measurement 165 168	ASA
11,T11,Value 169 171	IV
12,R2,Has_value Arg1:T10 Arg2:T11
13,T12,Measurement 173 176	BMI
14,T13,Value 177 196	<18 and> 35 kg / m2
15,R3,Has_value Arg1:T12 Arg2:T13
0,T1,Condition 11 34	acute coronary syndrome
1,T2,Temporal 35 54	in the past 30 days
2,R1,Has_temporal Arg1:T1 Arg2:T2
3,T3,Condition 68 92	congesting heart failure
4,T4,Measurement 98 132	left ventricular ejection fraction
5,T5,Value 133 137	<30%
6,T6,Condition 141 153	exacerbation
7,T7,Temporal 154 173	in the past 30 days
8,R2,Has_value Arg1:T4 Arg2:T5
9,R3,Has_temporal Arg1:T6 Arg2:T7
10,*,OR T4 T6
11,T8,Scope 98 173	left ventricular ejection fraction <30% or exacerbation in the past 30 days
12,R4,Has_scope Arg1:T3 Arg2:T8
13,T9,Procedure 184 202	dialysis treatment
14,T10,Temporal 176 183	Current
15,R5,Has_temporal Arg1:T9 Arg2:T10
16,T11,Drug 211 221	furosemide
17,T12,Condition 222 238	hypersensitivity
18,R6,AND Arg1:T12 Arg2:T11
19,T13,Condition 241 258	Contraindications
20,T14,Procedure 262 291	placement of a Foley catheter
21,T15,Qualifier 299 306	bladder
22,R7,Has_qualifier Arg1:T14 Arg2:T15
23,R8,AND Arg1:T13 Arg2:T14
0,T1,Condition 12 26	Osteoarthritis
1,T2,Measurement 28 45	Kellgren-Lawrence
2,T3,Value 46 49	> 3
3,R1,Has_value Arg1:T2 Arg2:T3
4,T4,Measurement 52 71	Minimum joint space
5,T5,Value 72 78	> 2 mm
6,T6,Procedure 94 107	AP radiograph
7,R2,Has_value Arg1:T4 Arg2:T5
8,T7,Condition 109 122	Hip dysplasia
9,T8,Measurement 124 141	center edge angle
10,T9,Value 142 147	< 20°
11,T10,Procedure 151 164	AP radiograph
12,R3,Has_value Arg1:T8 Arg2:T9
13,T11,Condition 204 218;246 253	cardiovascular disease
14,T12,Condition 220 225;246 253	renal disease
15,T13,Condition 227 234;246 253	hepatic disease
16,T14,Condition 236 253	endocrine disease
17,T15,Condition 255 261	cancer
18,T16,Condition 265 273	diabetes
19,T17,Qualifier 192 203	significant
20,T18,"Scope 204 273	cardiovascular, renal, hepatic, endocrine disease, cancer or diabetes"
21,R4,Has_qualifier Arg1:T18 Arg2:T17
22,*,OR T11 T12 T13 T14 T15 T16
23,T19,Condition 297 306	infection
24,T20,Qualifier 289 296	ongoing
25,R5,Has_qualifier Arg1:T19 Arg2:T20
26,T21,Condition 317 320	HIV
27,T22,Condition 325 334	Hepatitis
28,T23,Parsing_Error 321 324	and
29,*,OR T21 T22
30,T24,Scope 317 334	HIV and Hepatitis
31,R6,Subsumes Arg1:T19 Arg2:T24
32,T25,Condition 374 390	septic arthritis
33,T26,Condition 360 373	osteomyelitis
34,*,OR T26 T25
35,T27,Parsing_Error 373 374	/
36,T28,Procedure 392 415	Anticoagulation therapy
37,T29,Pregnancy_considerations 417 460	Patients who are pregnant or breast feeding
38,T30,Condition 535 552	chondrocalcinosis
39,T31,Condition 554 569	hemochromatosis
40,T32,Condition 571 593	inflammatory arthritis
41,T33,Condition 595 618	arthropathy of the knee
42,T34,Condition 651 666	Paget's disease
43,T35,Condition 690 712	hemophilic arthropathy
44,T36,Condition 714 734	infectious arthritis
45,T37,Condition 736 756	Charcot's knee joint
46,T38,Condition 758 780	villonodular synovitis
47,T39,Condition 786 809	synovial chondromatosis
48,T40,Parsing_Error 782 785	and
49,T41,Qualifier 674 679	femur
50,T42,Qualifier 683 688	tibia
51,T43,Qualifier 635 650	juxta-articular
52,*,OR T41 T42
53,T44,Qualifier 527 531	knee
54,T45,Condition 499 519	inflammatory disease
55,T46,Condition 486 495;512 519	rheumatic disease
56,T47,Condition 476 484;512 519	systemic disease
57,*,OR T45 T47 T46
58,T48,"Scope 476 519	systemic, rheumatic or inflammatory disease"
59,R7,Has_qualifier Arg1:T48 Arg2:T44
60,*,OR T48 T30 T31 T32 T50 T35 T36 T37 T38 T39
61,T49,Scope 674 688	femur or tibia
62,R8,Has_qualifier Arg1:T34 Arg2:T43
63,R9,Has_scope Arg1:T34 Arg2:T49
64,T50,Scope 595 688	arthropathy of the knee associated with juxta-articular Paget's disease of the femur or tibia
65,T51,Procedure 827 855	immunosuppressant medication
66,T52,Measurement 894 913	serum chemistry lab
67,T53,Measurement 880 890;910 913	hematology lab
68,*,OR T52 T53
69,T54,Value 871 879	abnormal
70,T55,Scope 880 913	hematology or serum chemistry lab
71,R10,Has_value Arg1:T55 Arg2:T54
72,T56,Procedure 942 951	injection
73,T57,Qualifier 965 969	knee
74,T58,Temporal 970 1005	within 2 months of study enrollment
75,T59,Reference_point 989 1005	study enrollment
76,R11,Has_index Arg1:T58 Arg2:T59
77,R12,Has_qualifier Arg1:T56 Arg2:T57
78,T60,Measurement 1007 1010	BMI
79,T61,Value 1011 1026	greater than 35
80,T62,Value 1030 1042	less than 20
81,*,OR T61 T62
82,T63,Scope 1011 1042	greater than 35 or less than 20
83,R13,Has_scope Arg1:T60 Arg2:T63
0,T1,Person 0 7	Females
1,T2,Condition 16 24	pregnant
2,T3,Condition 28 35	nursing
3,*,OR T2 T3
4,T4,Negation 47 50	not
5,T5,Mood 51 60	scheduled
6,T6,Procedure 65 91	trans-jugular liver biopsy
7,R1,Has_mood Arg1:T6 Arg2:T5
8,R2,Has_negation Arg1:T5 Arg2:T4
9,T7,"Non-query-able 93 237	Patients who have received an investigational drug in the 30 days before study drug administration, or will receive one within 72 h afterwards,."
10,T8,Condition 306 344	transient right-to-left cardiac shunts
11,T9,Condition 287 301;330 344	bi-directional cardiac shunts
12,T10,Condition 272 285;330 344	right-to-left cardiac shunts
13,*,OR T8 T10 T9
14,T11,Mood 262 271	suspected
15,T12,Mood 253 258	known
16,*,OR T11 T12
17,T13,Scope 253 271	known or suspected
18,T14,"Scope 272 344	right-to-left, bi-directional, or transient right-to-left cardiac shunts"
19,R3,Has_scope Arg1:T14 Arg2:T13
20,T15,Condition 360 382	pulmonary hypertension
21,T16,Condition 386 421	unstable cardiopulmonary conditions
22,*,OR T15 T16
23,T17,Procedure 445 457	chemotherapy
24,T18,Temporal 432 441	currently
25,T19,Procedure 510 541	hepatic loco-regional treatment
26,T20,Procedure 498 506;518 541	systemic loco-regional treatment
27,*,OR T19 T20
28,T21,Condition 472 487	primary cancers
29,T22,Qualifier 466 471	other
30,R4,Has_qualifier Arg1:T21 Arg2:T22
31,T23,Scope 498 541	systemic or hepatic loco-regional treatment
32,R5,Has_scope Arg1:T21 Arg2:T23
33,*,OR T21 T17
34,T24,Scope 445 541	chemotherapy or with other primary cancers requiring systemic or hepatic loco-regional treatment
35,R6,Has_temporal Arg1:T24 Arg2:T18
36,T25,Condition 561 579	medically unstable
37,T26,Condition 598 607;622 625	seriously ill
38,T27,Condition 611 625	terminally ill
39,*,OR T26 T27 T28 T25
40,T28,Condition 646 678	clinical course is unpredictable
41,T29,Procedure 706 718	life support
42,T30,Visit 727 745	critical care unit
43,R7,AND Arg1:T29 Arg2:T30
44,T31,Condition 762 788	unstable occlusive disease
45,T32,Scope 796 812	crescendo angina
46,R8,Subsumes Arg1:T31 Arg2:T32
47,T33,Qualifier 829 848	clinically unstable
48,T34,Condition 849 868	cardiac arrhythmias
49,T35,Condition 888 911	ventricular tachycardia
50,T36,Multiplier 878 887	recurrent
51,R9,Has_multiplier Arg1:T35 Arg2:T36
52,R10,Has_qualifier Arg1:T34 Arg2:T33
53,T37,Scope 829 868	clinically unstable cardiac arrhythmias
54,R11,AND Arg1:T37 Arg2:T35
55,T38,Qualifier 928 940	uncontrolled
56,T39,Condition 941 965	congestive heart failure
57,T40,Measurement 967 971	NYHA
58,T41,Value 972 980	Class IV
59,R12,Has_value Arg1:T40 Arg2:T41
60,R13,Has_qualifier Arg1:T39 Arg2:T38
61,T42,Scope 928 965	uncontrolled congestive heart failure
62,R14,Subsumes Arg1:T42 Arg2:T40
63,T43,Temporal 997 1003	recent
64,T44,Condition 1004 1023	cerebral hemorrhage
65,R15,Has_temporal Arg1:T44 Arg2:T43
66,T45,Procedure 1054 1061	surgery
67,T46,Temporal 1062 1120	within 24 hours prior to the study sonographic examination
68,T47,Reference_point 1087 1120	the study sonographic examination
69,T48,Procedure 1097 1120	sonographic examination
70,R16,Has_index Arg1:T46 Arg2:T47
71,R17,AND Arg1:T47 Arg2:T48
72,R18,Has_temporal Arg1:T45 Arg2:T46
73,T49,Condition 1150 1170	anaphylactic allergy
74,T50,Drug 1174 1178	eggs
75,T51,Drug 1182 1194	egg products
76,*,OR T50 T51
77,T52,Scope 1174 1194	eggs or egg products
78,R19,Has_scope Arg1:T49 Arg2:T52
79,T53,Condition 1249 1270	generalized urticaria
80,T54,Condition 1272 1295	difficulty in breathing
81,T55,Condition 1297 1318	swelling of the mouth
82,T56,Condition 1297 1312;1323 1329	swelling of the throat
83,T57,Condition 1331 1342	hypotension
84,T58,Condition 1347 1352	shock
85,*,OR T58 T57 T56 T55 T54 T53
86,T59,"Scope 1249 1352	generalized urticaria, difficulty in breathing, swelling of the mouth and throat, hypotension, or shock"
87,T60,Scope 1150 1194	anaphylactic allergy to eggs or egg products
88,R20,Subsumes Arg1:T60 Arg2:T59
89,T61,Condition 1545 1569	congenital heart defects
90,T62,Qualifier 1586 1592	severe
91,T63,Condition 1593 1602	emphysema
92,T64,Condition 1604 1624	pulmonary vasculitis
93,T65,Condition 1642 1658	pulmonary emboli
94,*,OR T65 T64 T63
95,R21,Has_qualifier Arg1:T63 Arg2:T62
96,T66,Condition 1675 1704	respiratory distress syndrome
97,T67,Condition 1720 1730	thrombosis
98,T68,Qualifier 1762 1778	mesenteric veins
99,T69,Qualifier 1751 1757;1773 1778	portal veins
100,T70,Qualifier 1742 1749;1773 1778	hepatic veins
101,*,OR T69 T70 T68
102,T71,"Scope 1742 1778	hepatic, portal, or mesenteric veins"
103,R22,Has_scope Arg1:T67 Arg2:T71
0,T1,Condition 11 34	ischaemic heart disease
1,T2,Condition 36 51	cardiac failure
2,T3,Condition 53 76	cerebrovascular disease
3,T4,Condition 78 94	liver impairment
4,T5,Measurement 96 99	ALT
5,T6,Measurement 100 103	AST
6,*,OR T6 T5
7,T7,Value 103 110	>50IU/L
8,R1,Has_value Arg1:T6 Arg2:T7
9,R2,Has_value Arg1:T5 Arg2:T7
10,T8,Measurement 115 120	stage
11,T9,Value 121 124	3-5
12,R3,Has_value Arg1:T8 Arg2:T9
13,T10,Condition 125 147	chronic kidney disease
14,R4,AND Arg1:T10 Arg2:T8
15,T11,Scope 96 110	ALT/AST>50IU/L
16,R5,Subsumes Arg1:T4 Arg2:T11
17,*,OR T1 T2 T3 T4 T8
18,T12,Condition 161 169	overdose
19,T13,Condition 173 190	suicidal ideation
20,*,OR T13 T12
21,T14,Measurement 201 209	weighing
22,T15,Value 210 216	<55kgs
23,R6,Has_value Arg1:T14 Arg2:T15
24,T16,Condition 233 245	chronic pain
25,T17,Qualifier 246 265	requiring treatment
26,R7,Has_qualifier Arg1:T16 Arg2:T17
27,T18,Condition 274 287	known allergy
28,T19,Drug 291 302	paracetamol
29,R8,AND Arg1:T18 Arg2:T19
30,T20,Drug 326 359	non-steroidal anti-inflammatories
31,T21,Temporal 307 318	concomitant
32,T22,Drug 362 381	oral anticoagulants
33,T23,Drug 385 400	corticosteroids
34,*,OR T23 T22 T20
35,T24,"Scope 326 400	non-steroidal anti-inflammatories , oral anticoagulants or corticosteroids"
36,R9,Has_temporal Arg1:T24 Arg2:T21
37,*,OR T18 T24
0,T1,Person 0 4	Male
1,T2,Person 8 14	female
2,T3,Person 24 27	age
3,T4,Value 28 45	18 years or older
4,T5,Condition 75 80	sALCL
5,T6,Qualifier 64 74	refractory
6,T7,Qualifier 52 60	relapsed
7,*,OR T6 T7
8,T8,Multiplier 110 120	at least 1
9,T9,Procedure 132 144	chemotherapy
10,R1,Has_multiplier Arg1:T9 Arg2:T8
11,T10,Scope 52 74	relapsed or refractory
12,R2,Has_scope Arg1:T5 Arg2:T10
13,R3,Has_value Arg1:T3 Arg2:T4
14,*,OR T2 T1
15,R4,AND Arg1:T5 Arg2:T9
16,T11,Non-query-able 146 178	Bidimensional measurable disease
17,T12,Measurement 183 217;225 243	Eastern Cooperative Oncology Group performance status
18,T13,Measurement 219 223	ECOG
19,T14,Value 247 253	0 or 1
20,R5,Subsumes Arg1:T12 Arg2:T13
21,R6,Has_value Arg1:T12 Arg2:T14
22,T15,"Pregnancy_considerations 255 577	Female patients who are postmenopausal for at least 1 year before the screening visit, surgically sterile, or agree to practice 2 effective methods of contraception, at the same time, from the time of signing the informed consent form through 30 days after the last dose of study drug, or agree to practice true abstinence"
23,T16,Pregnancy_considerations 579 775	Male patients who agree to practice effective barrier contraception during the entire study treatment period through 6 months after the last dose of study drug or agree to practice true abstinence
24,T17,Non-query-able 777 838	Clinical laboratory values as specified in the study protocol
0,T1,Condition 26 29	FAI
1,T2,Qualifier 14 25	symptomatic
2,R1,Has_qualifier Arg1:T1 Arg2:T2
3,T3,Condition 69 72	FAI
4,T4,Qualifier 44 65	radiographic evidence
5,T5,Qualifier 31 39;57 65	Clinical evidence
6,T6,Scope 31 65	Clinical and radiographic evidence
7,R2,Has_scope Arg1:T3 Arg2:T6
8,T7,Post-eligibility 74 129	Patients able to provide consent to study participation
9,T8,Procedure 156 180	physical therapy program
10,T9,Temporal 145 152	6 weeks
11,R3,Has_temporal Arg1:T8 Arg2:T9
0,T1,Procedure 17 43	trans-jugular liver biopsy
1,T2,Temporal 44 79	the day of the ultrasound procedure
2,T3,Reference_point 59 79	ultrasound procedure
3,T4,Procedure 59 79	ultrasound procedure
4,R1,AND Arg1:T3 Arg2:T4
5,R2,Has_index Arg1:T2 Arg2:T3
6,R3,Has_temporal Arg1:T1 Arg2:T2
7,T5,Value 85 102	at least 21 years
8,T6,Person 106 109	age
9,R4,Has_value Arg1:T6 Arg2:T5
10,T7,Condition 115 131	medically stable
11,T8,Person 139 145	female
12,T9,Condition 149 172	child-bearing potential
13,T10,Condition 186 194	negative
14,T11,Measurement 195 209	pregnancy test
15,R5,AND Arg1:T11 Arg2:T10
16,T12,Scope 139 172	female of child-bearing potential
17,A1,Optional T12
18,R6,AND Arg1:T12 Arg2:T11
19,T13,Non-query-able 212 266	Be conscious and able to comply with study procedures.
20,T14,Post-eligibility 268 359	Have read and signed the IRB-approved Informed Consent form for participating in the study.
0,T1,Drug 24 35	brentuximab
1,T2,Procedure 69 90	allogeneic transplant
2,T3,Condition 128 150	primary cutaneous ALCL
3,T4,Condition 191 196	sALCL
4,*,OR T3 T4
5,T5,Condition 228 245	meningeal disease
6,T6,Condition 219 227;238 245	cerebral disease
7,T7,Condition 277 319	progressive multifocal leukoencephalopathy
8,T8,Condition 321 324	PML
9,R1,Subsumes Arg1:T7 Arg2:T8
10,*,OR T5 T6
11,T9,Scope 219 245	cerebral/meningeal disease
12,R2,Subsumes Arg1:T9 Arg2:T7
13,T10,Pregnancy_considerations 327 390	Female patients who are lactating and breastfeeding or pregnant
14,T11,Measurement 398 426	human immunodeficiency virus
15,T12,Measurement 428 431	HIV
16,R3,Subsumes Arg1:T11 Arg2:T12
17,T13,Value 433 441	positive
18,R4,Has_value Arg1:T11 Arg2:T13
19,T14,Measurement 449 476	hepatitis B surface antigen
20,T15,Value 477 485	positive
21,T16,Condition 516 537	hepatitis C infection
22,T17,Qualifier 509 515	active
23,R5,Has_qualifier Arg1:T16 Arg2:T17
24,R6,Has_value Arg1:T14 Arg2:T15
25,*,OR T14 T16
0,T1,Value 0 3	=18
1,T2,Person 4 13	years old
2,R1,Has_value Arg1:T2 Arg2:T1
3,T3,Person 15 18	men
4,T4,Condition 22 37	post-menopausal
5,T5,Person 38 43	women
6,A1,Optional T3
7,A2,Optional T5
8,R2,AND Arg1:T5 Arg2:T4
9,*,OR T3 T5
10,T6,Condition 56 66	no periods
11,T7,Temporal 67 88	for 12 months or more
12,T8,Procedure 114 122	surgical
13,T9,Condition 123 132	menopause
14,R3,AND Arg1:T9 Arg2:T8
15,R4,Has_temporal Arg1:T6 Arg2:T7
16,*,OR T6 T9
17,T10,"Scope 56 132	no periods for 12 months or more, or those who have had a surgical menopause"
18,R5,Subsumes Arg1:T4 Arg2:T10
19,T11,Condition 143 155	hypertensive
20,T12,Qualifier 135 142	Treated
21,R6,Has_qualifier Arg1:T11 Arg2:T12
22,T13,Measurement 173 233	average daytime ambulatory blood pressure measurement (ABPM)
23,T14,Value 234 245	<150/95mmHg
24,R7,Has_value Arg1:T13 Arg2:T14
25,T15,Qualifier 249 261	stable doses
26,T16,Drug 277 304	antihypertensive medication
27,T17,Multiplier 265 276	one or more
28,R8,Has_multiplier Arg1:T16 Arg2:T17
29,R9,Has_qualifier Arg1:T16 Arg2:T15
30,T18,Drug 342 355	ACE inhibitor
31,T19,Drug 357 385	angiotensin receptor blocker
32,T20,Drug 389 397	diuretic
33,*,OR T18 T19 T20
34,T21,Multiplier 306 318	at least one
35,T22,"Scope 342 397	ACE inhibitor, angiotensin receptor blocker or diuretic"
36,R10,Has_multiplier Arg1:T22 Arg2:T21
37,R11,Subsumes Arg1:T16 Arg2:T22
38,T23,Temporal 399 411	for 3 months
39,R12,Has_temporal Arg1:T15 Arg2:T23
40,T24,Qualifier 416 425	untreated
41,T25,Condition 426 447	hypertensive patients
42,T26,Measurement 456 476	average daytime ABPM
43,T27,Value 477 496	=135/85 but <150/95
44,R13,Has_value Arg1:T26 Arg2:T27
45,T28,Scope 135 155	Treated hypertensive
46,A3,Optional T28
47,T29,Scope 416 447	untreated hypertensive patients
48,A4,Optional T29
49,R14,Has_qualifier Arg1:T25 Arg2:T24
50,R15,AND Arg1:T29 Arg2:T26
51,T30,"Scope 173 411	average daytime ambulatory blood pressure measurement (ABPM) <150/95mmHg on stable doses of one or more antihypertensive medication (at least one of which should be; an ACE inhibitor, angiotensin receptor blocker or diuretic) for 3 months"
52,R16,Has_scope Arg1:T28 Arg2:T30
53,*,OR T28 T29
0,T1,Person 0 7	Infants
1,T2,Procedure 34 69	postnatal vitamin D supplementation
2,T3,Drug 44 53	vitamin D
3,R1,multi Arg1:T2 Arg2:T3
4,T4,Condition 71 82	prematurity
5,T5,Condition 95 110	low birthweight
6,*,OR T4 T5
7,T6,Measurement 99 110	birthweight
8,T7,Value 111 118	<2500 g
9,R2,Has_value Arg1:T6 Arg2:T7
10,R3,multi Arg1:T5 Arg2:T6
11,T8,Condition 120 131	poor health
12,T9,Temporal 141 148	current
13,T10,Temporal 152 156	past
14,*,OR T9 T10
15,T11,Condition 157 182	significant disease state
16,T12,Condition 186 208	congenital abnormality
17,*,OR T11 T12
18,T13,Scope 141 156	current or past
19,R4,Has_scope Arg1:T11 Arg2:T13
0,T1,Condition 0 7	Healthy
1,T2,Condition 9 13	term
2,T3,Observation 15 28	breastfeeding
3,T4,Person 29 36	infants
4,T5,Observation 49 72	predominately breastfed
5,T6,Multiplier 73 94	for at least 6-months
6,R1,Has_multiplier Arg1:T5 Arg2:T6
7,T7,Non-representable 96 228	This will be determined by answering yes/no to question 'do you intend to breastfeed until your infant is at least 6 months of age.'
0,T1,Person 0 3	Age
1,T2,Value 4 14	≥ 18 years
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Person 16 19	Age
4,T4,Value 20 30	≥ 12 years
5,R2,Has_value Arg1:T3 Arg2:T4
6,T5,Condition 49 62	bone sarcomas
7,A1,Optional T5
8,R3,AND Arg1:T5 Arg2:T3
9,*,OR T1 T5
10,T6,Procedure 66 80	Histologically
11,T7,Value 81 90	confirmed
12,R4,Has_value Arg1:T6 Arg2:T7
13,T8,Condition 158 169;178 185	soft-tissue sarcoma
14,T9,Qualifier 147 157	high grade
15,T10,Qualifier 136 146	metastatic
16,T11,Temporal 118 127	recurrent
17,T12,Qualifier 104 116	unresectable
18,*,OR T9 T10 T11 T12
19,T13,Condition 173 185	bone sarcoma
20,T14,Scope 158 185	soft-tissue or bone sarcoma
21,*,OR T8 T13
22,T15,"Scope 104 157	unresectable, recurrent, and/or metastatic high grade"
23,R5,Has_scope Arg1:T14 Arg2:T15
24,T16,Condition 220 240	soft tissue sarcomas
25,T17,Condition 242 256	leiomyosarcoma
26,T18,Condition 298 309	liposarcoma
27,T19,Qualifier 258 279	poorly differentiated
28,T20,Qualifier 280 297	de-differentiated
29,*,OR T20 T19
30,T21,Scope 258 297	poorly differentiated/de-differentiated
31,R6,Has_scope Arg1:T18 Arg2:T21
32,T22,Condition 351 358	sarcoma
33,T23,Qualifier 334 350	undifferentiated
34,T24,Qualifier 322 333	pleomorphic
35,T25,Qualifier 311 321	high grade
36,T26,Condition 359 362	MFH
37,T27,Condition 367 383	synovial sarcoma
38,*,OR T26 T22
39,T28,Scope 351 383	sarcoma/MFH and synovial sarcoma
40,T29,Scope 311 350	high grade pleomorphic undifferentiated
41,R7,Has_scope Arg1:T28 Arg2:T29
42,T30,Condition 390 403	bone sarcomas
43,T31,Condition 405 418	Ewing sarcoma
44,T32,Condition 420 432	osteosarcoma
45,T33,Condition 438 452	chondrosarcoma
46,T34,Qualifier 454 471	de-differentiated
47,T35,Qualifier 475 486	mesenchymal
48,*,OR T35 T34
49,T36,Scope 454 486	de-differentiated or mesenchymal
50,R8,Has_scope Arg1:T33 Arg2:T36
51,T37,"Scope 404 488	(Ewing sarcoma, osteosarcoma, and chondrosarcoma [de-differentiated or mesenchymal])"
52,*,OR T31 T32 T33
53,R9,Subsumes Arg1:T30 Arg2:T37
54,T38,"Scope 242 383	leiomyosarcoma, poorly differentiated/de-differentiated liposarcoma, high grade pleomorphic undifferentiated sarcoma/MFH and synovial sarcoma"
55,R10,Subsumes Arg1:T16 Arg2:T38
56,*,OR T16 T30
57,T39,Grammar_Error 386 389	and
58,T40,"Scope 220 488	soft tissue sarcomas (leiomyosarcoma, poorly differentiated/de-differentiated liposarcoma, high grade pleomorphic undifferentiated sarcoma/MFH and synovial sarcoma), and bone sarcomas (Ewing sarcoma, osteosarcoma, and chondrosarcoma [de-differentiated or mesenchymal])"
59,R11,Subsumes Arg1:T14 Arg2:T40
60,R12,AND Arg1:T14 Arg2:T6
61,T41,Measurement 491 514	ECOG Performance Status
